,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
368,1,Love This Phone.,amazon,16,3,5.333333333333333,1,3,3,amazon love phone,3,17,3,5.333333333333333,0,3,3
369,1,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,amazon,94,20,4.7,3,20,20,amazon looking headset long time got could nt happier,9,53,9,4.7,0,9,9
370,0,"I'll be drivng along, and my headset starts ringing for no reason.",amazon,66,12,5.5,3,12,12,amazon drivng along headset starts ringing reason,7,49,7,5.5,0,7,7
371,1,Display is excellent and camera is as good as any from that year.,amazon,65,13,5.0,1,13,13,amazon display excellent camera good year,6,41,6,5.0,0,6,6
372,1,Battery life is also great!,amazon,27,5,5.4,1,5,5,amazon battery life also great,5,30,5,5.4,0,5,5
373,0,The worst phone I've ever had.... Only had it for a few months.,amazon,63,13,4.846153846153846,6,13,13,amazon worst phone ever months,5,30,5,4.846153846153846,0,5,5
374,0,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,amazon,100,19,5.2631578947368425,3,19,19,amazon good item worked started problems auto reverse tape player,10,65,10,5.2631578947368425,0,10,10
375,0,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,amazon,87,20,4.35,1,20,20,amazon embarassing also ears hurt try push ear plug ear,10,55,10,4.35,0,10,10
376,1,Protects the phone on all sides.,amazon,32,6,5.333333333333333,1,6,6,amazon protects phone sides,4,27,4,5.333333333333333,0,4,4
377,0,This is a VERY average phone with bad battery life that operates on a weak network.,amazon,83,16,5.1875,1,16,16,amazon average phone bad battery life operates weak network,9,59,9,5.1875,0,9,9
378,1,"Clear Skype Calls, Long Battery Life, Long Range.",amazon,49,8,6.125,3,8,8,amazon clear skype calls long battery life long range,9,53,9,6.125,0,9,9
379,0,Soyo technology sucks.,amazon,22,3,7.333333333333333,1,3,3,amazon soyo technology sucks,4,28,4,7.333333333333333,0,4,4
380,1,Great Hands Free Device.,amazon,24,4,6.0,1,4,4,amazon great hands free device,5,30,5,6.0,0,5,5
381,1,"you can even take self portraits with the outside (exterior) display, very cool.",amazon,80,13,6.153846153846154,4,13,13,amazon even take self portraits outside exterior display cool,9,61,9,6.153846153846154,0,9,9
382,0,Same problem as others have mentioned.,amazon,38,6,6.333333333333333,1,6,6,amazon problem others mentioned,4,31,4,6.333333333333333,0,4,4
383,1,After trying many many handsfree gadgets this is the one that finally works well.,amazon,81,14,5.785714285714286,1,14,14,amazon trying many many handsfree gadgets one finally works well,10,64,10,5.785714285714286,0,10,10
384,1,Magical Help.,amazon,13,2,6.5,1,2,2,amazon magical help,3,19,3,6.5,0,3,3
385,0,The worst piece of crap ever along with the Verizon customer service.,amazon,69,12,5.75,1,12,12,amazon worst piece crap ever along verizon customer service,9,59,9,5.75,0,9,9
386,0,Poor sound quality.,amazon,19,3,6.333333333333333,1,3,3,amazon poor sound quality,4,25,4,6.333333333333333,0,4,4
387,1,The best phone in market :).,amazon,28,6,4.666666666666667,3,6,6,amazon best phone market,4,24,4,4.666666666666667,0,4,4
388,1,It worked very well.,amazon,20,4,5.0,1,4,4,amazon worked well,3,18,3,5.0,0,3,3
389,1,The company shipped my product very promptly and it works well.,amazon,63,11,5.7272727272727275,1,11,11,amazon company shipped product promptly works well,7,50,7,5.7272727272727275,0,7,7
390,1,Exactly what I wanted.,amazon,22,4,5.5,1,4,4,amazon exactly wanted,3,21,3,5.5,0,3,3
391,0,The picture resolution is far below what other comparably-priced phones are offering today.,amazon,91,13,7.0,2,13,13,amazon picture resolution far comparablypriced phones offering today,8,68,8,7.0,0,8,8
392,1,This is a great deal.,amazon,21,5,4.2,1,5,5,amazon great deal,3,17,3,4.2,0,3,3
393,1,"Excellent product, I am very satisfied with the purchase.",amazon,57,9,6.333333333333333,2,9,9,amazon excellent product satisfied purchase,5,43,5,6.333333333333333,0,5,5
394,1,I highly recommend these and encourage people to give them a try.,amazon,65,12,5.416666666666667,1,12,12,amazon highly recommend encourage people give try,7,49,7,5.416666666666667,0,7,7
395,1,Better than you'd expect.,amazon,25,4,6.25,2,4,4,amazon better expect,3,20,3,6.25,0,3,3
396,0,"Using all earpieces, left or right, this thing will not stay on my ear.",amazon,71,14,5.071428571428571,3,14,14,amazon using earpieces left right thing stay ear,8,48,8,5.071428571428571,0,8,8
397,1,Great product and price.,amazon,24,4,6.0,1,4,4,amazon great product price,4,26,4,6.0,0,4,4
398,1,"Sounds good reasonably priced and effective, Its that simple !",amazon,62,10,6.2,2,10,10,amazon sounds good reasonably priced effective simple,7,53,7,6.2,0,7,7
399,0,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,amazon,78,14,5.571428571428571,10,14,14,amazon still waiting sure item would work well ever recieve,10,59,10,5.571428571428571,0,10,10
400,0,what a disappointment,amazon,21,3,7.0,0,3,3,amazon disappointment,2,21,2,7.0,0,2,2
401,1,Very prompt service.,amazon,20,3,6.666666666666667,1,3,3,amazon prompt service,3,21,3,6.666666666666667,0,3,3
402,1,Excellent product for the price.,amazon,32,5,6.4,1,5,5,amazon excellent product price,4,30,4,6.4,0,4,4
403,1,Very pleased with this headset.,amazon,31,5,6.2,1,5,5,amazon pleased headset,3,22,3,6.2,0,3,3
404,0,don't waste your money and time.,amazon,32,6,5.333333333333333,2,6,6,amazon nt waste money time,5,26,5,5.333333333333333,0,5,5
405,1,I especially love the long battery life.,amazon,40,7,5.714285714285714,1,7,7,amazon especially love long battery life,6,40,6,5.714285714285714,0,6,6
406,0,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",amazon,132,24,5.5,5,24,24,amazon stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes,17,106,17,5.5,0,17,17
407,1,Works great.,amazon,12,2,6.0,1,2,2,amazon works great,3,18,3,6.0,0,3,3
408,1,Plantronics Bluetooth Excelent Buy.,amazon,35,4,8.75,1,4,4,amazon plantronics bluetooth excelent buy,5,41,5,8.75,0,5,5
409,0,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,amazon,122,21,5.809523809523809,5,21,21,amazon came verizon cingulair nicer cell phones first thing noticed really bad service,13,86,13,5.809523809523809,0,13,13
410,0,I'll be looking for a new earpiece.,amazon,35,7,5.0,2,7,7,amazon looking new earpiece,4,27,4,5.0,0,4,4
411,1,I highly recommend this device to everyone!,amazon,43,7,6.142857142857143,1,7,7,amazon highly recommend device everyone,5,39,5,6.142857142857143,0,5,5
412,1,Jawbone Era is awesome too!,amazon,27,5,5.4,1,5,5,amazon jawbone era awesome,4,26,4,5.4,0,4,4
413,0,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,amazon,148,26,5.6923076923076925,1,26,26,amazon received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement,17,121,17,5.6923076923076925,0,17,17
414,0,After a year the battery went completely dead on my headset.,amazon,60,11,5.454545454545454,1,11,11,amazon year battery went completely dead headset,7,48,7,5.454545454545454,0,7,7
415,1,"I have used several phone in two years, but this one is the best.",amazon,65,14,4.642857142857143,2,14,14,amazon used several phone two years one best,8,44,8,4.642857142857143,0,8,8
416,1,An Awesome New Look For Fall 2000!.,amazon,35,7,5.0,2,7,7,amazon awesome new look fall 2000,6,33,6,5.0,0,6,6
417,0,This is the first phone I've had that has been so cheaply made.,amazon,63,13,4.846153846153846,2,13,13,amazon first phone cheaply made,5,31,5,4.846153846153846,0,5,5
418,0,"Att is not clear, sound is very distorted and you have to yell when you talk.",amazon,77,16,4.8125,2,16,16,amazon att clear sound distorted yell talk,7,42,7,4.8125,0,7,7
419,0,The plastic breaks really easy on this clip.,amazon,44,8,5.5,1,8,8,amazon plastic breaks really easy clip,6,38,6,5.5,0,6,6
420,1,Price is good too.,amazon,18,4,4.5,1,4,4,amazon price good,3,17,3,4.5,0,3,3
421,0,Don't make the same mistake I did.,amazon,34,7,4.857142857142857,2,7,7,amazon nt make mistake,4,22,4,4.857142857142857,0,4,4
422,0,Oh and I forgot to also mention the weird color effect it has on your phone.,amazon,76,16,4.75,1,16,16,amazon oh forgot also mention weird color effect phone,9,54,9,4.75,0,9,9
423,1,I'm using it with an iriver SPINN (with case) and it fits fine.,amazon,63,13,4.846153846153846,4,13,13,amazon using iriver spinn case fits fine,7,40,7,4.846153846153846,0,7,7
424,0,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,amazon,76,15,5.066666666666666,5,15,15,amazon also area unit broke fond magnetic strap,8,47,8,5.066666666666666,0,8,8
425,1,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",amazon,109,20,5.45,2,20,20,amazon overall psyched phone appointments contacts gets great reception,9,71,9,5.45,0,9,9
426,1,"every thing on phone work perfectly, she like it.",amazon,49,9,5.444444444444445,2,9,9,amazon every thing phone work perfectly like,7,44,7,5.444444444444445,0,7,7
427,0,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",amazon,115,19,6.052631578947368,3,19,19,amazon another note phone appearance really looks rather bland especially black model,12,85,12,6.052631578947368,0,12,12
428,1,IT'S REALLY EASY.,amazon,17,3,5.666666666666667,2,3,3,amazon really easy,3,18,3,5.666666666666667,0,3,3
429,1,My Sanyo has survived dozens of drops on blacktop without ill effect.,amazon,69,12,5.75,1,12,12,amazon sanyo survived dozens drops blacktop without ill effect,9,62,9,5.75,0,9,9
430,1,Fantastic earphones.,amazon,20,2,10.0,1,2,2,amazon fantastic earphones,3,26,3,10.0,0,3,3
431,1,It finds my cell phone right away when I enter the car.,amazon,55,12,4.583333333333333,1,12,12,amazon finds cell phone right away enter car,8,44,8,4.583333333333333,0,8,8
432,0,Low Quality.,amazon,12,2,6.0,1,2,2,amazon low quality,3,18,3,6.0,0,3,3
433,1,I highly recommend this modest priced cellular phone.,amazon,53,8,6.625,1,8,8,amazon highly recommend modest priced cellular phone,7,52,7,6.625,0,7,7
434,1,But it does get better reception and clarity than any phone I've had before.,amazon,76,14,5.428571428571429,2,14,14,amazon get better reception clarity phone,6,41,6,5.428571428571429,0,6,6
435,0,Warning - Stay away.,amazon,20,4,5.0,2,4,4,amazon warning stay away,4,24,4,5.0,0,4,4
436,0,I wish I could return the unit and get back my money.,amazon,53,12,4.416666666666667,1,12,12,amazon wish could return unit get back money,8,44,8,4.416666666666667,0,8,8
437,1,Awsome Device Works Great!!.,amazon,28,4,7.0,3,4,4,amazon awsome device works great,5,32,5,7.0,0,5,5
438,0,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,amazon,94,21,4.476190476190476,3,21,21,amazon used talk 1 1 12 hours battery would literally drained dying,12,67,12,4.476190476190476,0,12,12
439,0,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",amazon,113,22,5.136363636363637,5,22,22,amazon nt find bad unit comes one earpad would recommend anyone,11,63,11,5.136363636363637,0,11,11
440,0,Very Displeased.,amazon,16,2,8.0,1,2,2,amazon displeased,2,17,2,8.0,0,2,2
441,0,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",amazon,102,20,5.1,2,20,20,amazon might gotten defect would risk buying built quality alone,10,64,10,5.1,0,10,10
442,0,They made this case too small and is very difficult to install.,amazon,63,12,5.25,1,12,12,amazon made case small difficult install,6,40,6,5.25,0,6,6
443,1,Restored my phone to like new performance.,amazon,42,7,6.0,1,7,7,amazon restored phone like new performance,6,42,6,6.0,0,6,6
444,1,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",amazon,103,18,5.722222222222222,3,18,18,amazon would recommend purchasing jabra jx10 series 2 works flawlessly moto q go figure,14,87,14,5.722222222222222,0,14,14
445,1,"I searched the Internet, and found this one to be the best value.",amazon,65,13,5.0,2,13,13,amazon searched internet found one best value,7,45,7,5.0,0,7,7
446,0,Does not fit.,amazon,13,3,4.333333333333333,1,3,3,amazon fit,2,10,2,4.333333333333333,0,2,2
447,1,Very happy with this product.,amazon,29,5,5.8,1,5,5,amazon happy product,3,20,3,5.8,0,3,3
448,1,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",amazon,104,20,5.2,3,20,20,amazon screen size big key pad lit well enough camera quality excellent camera phone,14,84,14,5.2,0,14,14
449,0,There's really nothing bad I can say about this headset.,amazon,56,10,5.6,2,10,10,amazon really nothing bad say headset,6,37,6,5.6,0,6,6
450,1,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",amazon,82,17,4.823529411764706,4,17,17,amazon glad found product amazon hard find nt high priced,10,57,10,4.823529411764706,0,10,10
451,1,Portable and it works.,amazon,22,4,5.5,1,4,4,amazon portable works,3,21,3,5.5,0,3,3
452,1,"My colleague & I now get great reception.A little expensive, but performance is great.",amazon,86,14,6.142857142857143,4,14,14,amazon colleague get great reception little expensive performance great,9,71,9,6.142857142857143,0,9,9
453,0,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,amazon,135,29,4.655172413793103,3,29,29,amazon even fully charged went bed turned blue tooth wifi noticed 20 left morning,14,81,14,4.655172413793103,0,14,14
454,0,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,amazon,110,22,5.0,2,22,22,amazon also problems phone reading memory card always turn,9,58,9,5.0,0,9,9
455,0,Not good when wearing a hat or sunglasses.,amazon,42,8,5.25,1,8,8,amazon good wearing hat sunglasses,5,34,5,5.25,0,5,5
456,1,Timely shipment and quality product.,amazon,36,5,7.2,1,5,5,amazon timely shipment quality product,5,38,5,7.2,0,5,5
457,1,Nice solid keyboard.,amazon,20,3,6.666666666666667,1,3,3,amazon nice solid keyboard,4,26,4,6.666666666666667,0,4,4
458,1,Very well made and fits my Surefire GX2 perfectly.,amazon,50,9,5.555555555555555,1,9,9,amazon well made fits surefire gx2 perfectly,7,44,7,5.555555555555555,0,7,7
459,0,Horrible phone.,amazon,15,2,7.5,1,2,2,amazon horrible phone,3,21,3,7.5,0,3,3
460,0,BT50 battery junk!.,amazon,19,3,6.333333333333333,2,3,3,amazon bt50 battery junk,4,24,4,6.333333333333333,0,4,4
461,1,We would recommend these to others.,amazon,35,6,5.833333333333333,1,6,6,amazon would recommend others,4,29,4,5.833333333333333,0,4,4
462,0,Cant get the software to work with my computer.,amazon,47,9,5.222222222222222,1,9,9,amazon cant get software work computer,6,38,6,5.222222222222222,0,6,6
463,0,Disappointed!.,amazon,14,1,14.0,2,1,1,amazon disappointed,2,19,2,14.0,0,2,2
464,0,poor voice clarity.,amazon,19,3,6.333333333333333,1,3,3,amazon poor voice clarity,4,25,4,6.333333333333333,0,4,4
465,1,The battery works great!,amazon,24,4,6.0,1,4,4,amazon battery works great,4,26,4,6.0,0,4,4
466,0,No buyers remorse on this one!.,amazon,31,6,5.166666666666667,2,6,6,amazon buyers remorse one,4,25,4,5.166666666666667,0,4,4
467,0,Very disappointed in AccessoryOne.,amazon,34,4,8.5,1,4,4,amazon disappointed accessoryone,3,32,3,8.5,0,3,3
468,0,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,amazon,99,16,6.1875,1,16,16,amazon find inexcusable probably returning phone perhaps changing carriers,9,74,9,6.1875,0,9,9
469,1,"Looks great and is strong.""",amazon,27,5,5.4,2,5,5,amazon looks great strong,4,25,4,5.4,0,4,4
470,1,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",amazon,79,18,4.388888888888889,2,18,18,amazon tmobile service 2 3 years pretty happy,8,45,8,4.388888888888889,0,8,8
471,0,The update procedure is difficult and cumbersome.,amazon,49,7,7.0,1,7,7,amazon update procedure difficult cumbersome,5,44,5,7.0,0,5,5
472,0,Disappointment.. I hate anything that goes in my ear.,amazon,53,9,5.888888888888889,3,9,9,amazon disappointment hate anything goes ear,6,44,6,5.888888888888889,0,6,6
473,1,Great software for Motorolas.,amazon,29,4,7.25,1,4,4,amazon great software motorolas,4,31,4,7.25,0,4,4
474,1,The delivery was on time.,amazon,25,5,5.0,1,5,5,amazon delivery time,3,20,3,5.0,0,3,3
475,1,Very easy to use.,amazon,17,4,4.25,1,4,4,amazon easy use,3,15,3,4.25,0,3,3
476,0,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",amazon,57,10,5.7,5,10,10,amazon uncomfortable ear nt use lg vx9900 env,8,45,8,5.7,0,8,8
477,0,The volume switch rocketed out of the unit to a destination unknown.,amazon,68,12,5.666666666666667,1,12,12,amazon volume switch rocketed unit destination unknown,7,54,7,5.666666666666667,0,7,7
478,1,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",amazon,130,21,6.190476190476191,3,21,21,amazon holds charge long time reasonably comfortable longwearing conditions quality sound tremendous,12,100,12,6.190476190476191,0,12,12
479,0,I'd like to return it.,amazon,22,5,4.4,2,5,5,amazon like return,3,18,3,4.4,0,3,3
480,1,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,amazon,97,16,6.0625,2,16,16,amazon keyboard really worthwhile usefulness sturdy enough nt expect problems,10,77,10,6.0625,0,10,10
481,0,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",amazon,97,14,6.928571428571429,4,14,14,amazon verizon bills however difficult understand even though pricing plans simple,11,82,11,6.928571428571429,0,11,11
482,1,"After charging overnight, these batteries work great.",amazon,53,7,7.571428571428571,2,7,7,amazon charging overnight batteries work great,6,46,6,7.571428571428571,0,6,6
483,1,You won't regret it!,amazon,20,4,5.0,2,4,4,amazon wo nt regret,4,19,4,5.0,0,4,4
484,1,I love this phone!.,amazon,19,4,4.75,2,4,4,amazon love phone,3,17,3,4.75,0,3,3
485,0,A Disappointment.,amazon,17,2,8.5,1,2,2,amazon disappointment,2,21,2,8.5,0,2,2
486,0,Its not user friendly.,amazon,22,4,5.5,1,4,4,amazon user friendly,3,20,3,5.5,0,3,3
487,0,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,amazon,140,24,5.833333333333333,1,24,24,amazon unfortunately ability actually know receiving call rather important feature phone pitiful respect,13,104,13,5.833333333333333,0,13,13
488,0,"Then I exchanged for the same phone, even that had the same problem.",amazon,68,13,5.230769230769231,2,13,13,amazon exchanged phone even problem,5,35,5,5.230769230769231,0,5,5
489,0,This results in the phone being either stuck at max volume or mute.,amazon,67,13,5.153846153846154,1,13,13,amazon results phone either stuck max volume mute,8,49,8,5.153846153846154,0,8,8
490,1,This PDA rocks.,amazon,15,3,5.0,1,3,3,amazon pda rocks,3,16,3,5.0,0,3,3
491,1,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",amazon,101,17,5.9411764705882355,4,17,17,amazon super charged use small hybrid palmtopcameracellphone excels roles,9,73,9,5.9411764705882355,0,9,9
492,1,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",amazon,111,19,5.842105263157895,2,19,19,amazon would definitely recommend jabra bt250v looking comfort clarity great price,11,82,11,5.842105263157895,0,11,11
493,1,I had Verizon 2 years ago and really liked their service.,amazon,57,11,5.181818181818182,1,11,11,amazon verizon 2 years ago really liked service,8,47,8,5.181818181818182,0,8,8
494,0,Pretty piece of junk.,amazon,21,4,5.25,1,4,4,amazon pretty piece junk,4,24,4,5.25,0,4,4
495,0,Plug was the wrong size.,amazon,24,5,4.8,1,5,5,amazon plug wrong size,4,22,4,4.8,0,4,4
496,1,Works as described.,amazon,19,3,6.333333333333333,1,3,3,amazon works described,3,22,3,6.333333333333333,0,3,3
497,0,Save your money.... I've had this item for 11 months now.,amazon,57,11,5.181818181818182,6,11,11,amazon save money item 11 months,6,32,6,5.181818181818182,0,6,6
498,0,Bad Purchase.,amazon,13,2,6.5,1,2,2,amazon bad purchase,3,19,3,6.5,0,3,3
499,1,WELL IM SATISFIED.,amazon,18,3,6.0,1,3,3,amazon well im satisfied,4,24,4,6.0,0,4,4
500,1,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",amazon,81,14,5.785714285714286,2,14,14,amazon bose noise cancelling amazing important nyc commuter,8,59,8,5.785714285714286,0,8,8
501,1,This battery is an excellent bargain!,amazon,37,6,6.166666666666667,1,6,6,amazon battery excellent bargain,4,32,4,6.166666666666667,0,4,4
502,0,Defective crap.,amazon,15,2,7.5,1,2,2,amazon defective crap,3,21,3,7.5,0,3,3
503,0,I would have given no star if I was able.,amazon,41,10,4.1,1,10,10,amazon would given star able,5,28,5,4.1,0,5,5
504,1,I wear glasses and it fits fine with them.,amazon,42,9,4.666666666666667,1,9,9,amazon wear glasses fits fine,5,29,5,4.666666666666667,0,5,5
505,0,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",amazon,112,19,5.894736842105263,3,19,19,amazon sound quality device unacceptable unless really quiet area almost hear nothing,12,85,12,5.894736842105263,0,12,12
506,0,I would not recommend this item to anyone.,amazon,42,8,5.25,1,8,8,amazon would recommend item anyone,5,34,5,5.25,0,5,5
507,0,The holster that arrived did not match the photo in the ad.,amazon,59,12,4.916666666666667,1,12,12,amazon holster arrived match photo ad,6,37,6,4.916666666666667,0,6,6
508,1,great...no problems at all!.,amazon,28,4,7.0,5,4,4,amazon great problems,3,21,3,7.0,0,3,3
509,0,"As an earlier review noted, plug in this charger and nothing happens.",amazon,69,12,5.75,2,12,12,amazon earlier review noted plug charger nothing happens,8,56,8,5.75,0,8,8
510,1,This frog phone charm is adorable and very eye catching.,amazon,56,10,5.6,1,10,10,amazon frog phone charm adorable eye catching,7,45,7,5.6,0,7,7
511,0,You never know if you pushed it hard enough or the right number of times for the function you want or not.,amazon,106,22,4.818181818181818,1,22,22,amazon never know pushed hard enough right number times function want,11,69,11,4.818181818181818,0,11,11
512,1,The sound is clear and the people I talk to on it are amazed at the quality too.,amazon,80,18,4.444444444444445,1,18,18,amazon sound clear people talk amazed quality,7,45,7,4.444444444444445,0,7,7
513,1,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,amazon,116,22,5.2727272727272725,3,22,22,amazon got aluminum case new palm vx worked really well protected handheld perfectly far,14,88,14,5.2727272727272725,0,14,14
514,1,"very good product, well made.",amazon,29,5,5.8,2,5,5,amazon good product well made,5,29,5,5.8,0,5,5
515,1,Mobile Phone Tools are a must have.,amazon,35,7,5.0,1,7,7,amazon mobile phone tools must,5,30,5,5.0,0,5,5
516,1,I am very impressed with the job that Motorola did on the sturdiness of this phone.,amazon,83,16,5.1875,1,16,16,amazon impressed job motorola sturdiness phone,6,46,6,5.1875,0,6,6
517,1,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",amazon,145,25,5.8,3,25,25,amazon received orders well within shipping timeframe everything good working order overall excited source,14,106,14,5.8,0,14,14
518,1,The phone is sturdy and waterproof.,amazon,35,6,5.833333333333333,1,6,6,amazon phone sturdy waterproof,4,30,4,5.833333333333333,0,4,4
519,0,I am not impressed with this and i would not recommend this item to anyone.,amazon,75,15,5.0,1,15,15,amazon impressed would recommend item anyone,6,44,6,5.0,0,6,6
520,0,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),amazon,93,19,4.894736842105263,2,19,19,amazon complaint standard sound volume little low even turned 5 5,11,65,11,4.894736842105263,0,11,11
521,1,Thanks again to Amazon for having the things I need for a good price!,amazon,69,14,4.928571428571429,1,14,14,amazon thanks amazon things need good price,7,43,7,4.928571428571429,0,7,7
522,1,I ended up sliding it on the edge of my pants or back pockets instead.,amazon,70,15,4.666666666666667,1,15,15,amazon ended sliding edge pants back pockets instead,8,52,8,4.666666666666667,0,8,8
523,1,I had to go to a store and bought a new NOKIA phone which is working great.,amazon,75,17,4.411764705882353,1,17,17,amazon go store bought new nokia phone working great,9,52,9,4.411764705882353,0,9,9
524,1,Works great!.,amazon,13,2,6.5,2,2,2,amazon works great,3,18,3,6.5,0,3,3
525,0,REALLY UGLY.,amazon,12,2,6.0,1,2,2,amazon really ugly,3,18,3,6.0,0,3,3
526,0,"horrible, had to switch 3 times.",amazon,32,6,5.333333333333333,2,6,6,amazon horrible switch 3 times,5,30,5,5.333333333333333,0,5,5
527,1,The noise shield is incrediable.,amazon,32,5,6.4,1,5,5,amazon noise shield incrediable,4,31,4,6.4,0,4,4
528,0,No real improvement.,amazon,20,3,6.666666666666667,1,3,3,amazon real improvement,3,23,3,6.666666666666667,0,3,3
529,1,Razr Battery - Good buy.,amazon,24,5,4.8,2,5,5,amazon razr battery good buy,5,28,5,4.8,0,5,5
530,1,Keep up the good work Amazon!!,amazon,30,6,5.0,2,6,6,amazon keep good work amazon,5,28,5,5.0,0,5,5
531,0,They refuse to refund or replace.,amazon,33,6,5.5,1,6,6,amazon refuse refund replace,4,28,4,5.5,0,4,4
532,0,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,amazon,149,22,6.7727272727272725,3,22,22,amazon unfortunately easy accidentally activate gentletouch buttons accidentally touch phone face listening,12,107,12,6.7727272727272725,0,12,12
533,0,So I basically threw my money out the window for nothing.,amazon,57,11,5.181818181818182,1,11,11,amazon basically threw money window nothing,6,43,6,5.181818181818182,0,6,6
534,1,Great case and price!,amazon,21,4,5.25,1,4,4,amazon great case price,4,23,4,5.25,0,4,4
535,0,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,amazon,131,26,5.038461538461538,2,26,26,amazon took one drop 6 inches kitchen counter cracked impressed laughing,11,72,11,5.038461538461538,0,11,11
536,1,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",amazon,128,26,4.923076923076923,4,26,26,amazon bluetooth range good days ago left phone trunk got call carried conversation without hitch,15,97,15,4.923076923076923,0,15,15
537,1,"Small, sleek, impressive looking, practical setup with ample storage in place.",amazon,78,11,7.090909090909091,4,11,11,amazon small sleek impressive looking practical setup ample storage place,10,73,10,7.090909090909091,0,10,10
538,1,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,amazon,103,18,5.722222222222222,1,18,18,amazon eargels channel sound directly ear seem increase sound volume clarity,11,76,11,5.722222222222222,0,11,11
539,0,none of the new ones have ever quite worked properly.,amazon,53,10,5.3,1,10,10,amazon none new ones ever quite worked properly,8,47,8,5.3,0,8,8
540,1,I am glad I purchased it.,amazon,25,6,4.166666666666667,1,6,6,amazon glad purchased,3,21,3,4.166666666666667,0,3,3
541,0,I've missed numerous calls because of this reason.,amazon,50,8,6.25,2,8,8,amazon missed numerous calls reason,5,35,5,6.25,0,5,5
542,0,"Perhaps my phone is defective, but people cannot hear me when I use this.",amazon,73,14,5.214285714285714,2,14,14,amazon perhaps phone defective people hear use,7,46,7,5.214285714285714,0,7,7
543,0,Don't buy this product.,amazon,23,4,5.75,2,4,4,amazon nt buy product,4,21,4,5.75,0,4,4
544,0,"sucked, most of the stuff does not work with my phone.",amazon,54,11,4.909090909090909,2,11,11,amazon sucked stuff work phone,5,30,5,4.909090909090909,0,5,5
545,1,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",amazon,123,22,5.590909090909091,7,22,22,amazon shifting bubbling peeling even scratch nothing could nt happier new one droid,13,84,13,5.590909090909091,0,13,13
546,0,Worst software ever used.... If I could give this zero stars I would.,amazon,69,13,5.3076923076923075,5,13,13,amazon worst software ever used could give zero stars would,10,59,10,5.3076923076923075,0,10,10
547,0,Trying to make a call on these is an exercise in frustration.,amazon,61,12,5.083333333333333,1,12,12,amazon trying make call exercise frustration,6,44,6,5.083333333333333,0,6,6
548,0,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,amazon,85,16,5.3125,1,16,16,amazon case flimsy piece plastic front side protection whatsoever,9,65,9,5.3125,0,9,9
